Date,Symbol,Side,Quantity,Price,TradeValue,Allocated,RemainingAllocation,CashAfterTrade,EntryDate,EntryPrice
3/1/2012,CHCL,BUY,11,596,6556,6666.666667,110.6666667,193444,3/1/2012,596
3/5/2012,CHCL,SELL,11,599,6589,,,200033,3/1/2012,596
3/14/2012,EBL,BUY,9,670,6030,6666.666667,636.6666667,194003,3/14/2012,670
3/18/2012,EBL,SELL,9,683,6147,,,200150,3/14/2012,670
3/20/2012,EBL,BUY,10,665,6650,6666.666667,16.66666667,193500,3/20/2012,665
3/25/2012,ADBL,BUY,64,104,6656,6666.666667,10.66666667,193844,3/25/2012,104
3/25/2012,EBL,SELL,10,700,7000,,,200500,3/20/2012,665
3/27/2012,ADBL,SELL,64,107,6848,,,200692,3/25/2012,104
4/2/2012,ALICL,BUY,44,150,6600,6666.666667,66.66666667,194092,4/2/2012,150
4/25/2012,ALICL,SELL,44,191,8404,,,202496,4/2/2012,150
5/22/2012,OHL,BUY,86,77,6622,6666.666667,44.66666667,195874,5/22/2012,77
6/4/2012,OHL,SELL,86,92,7912,,,203786,5/22/2012,77
6/25/2012,KBL,BUY,29,225,6525,6666.666667,141.6666667,197261,6/25/2012,225
6/25/2012,SBI,BUY,11,560,6160,6666.666667,506.6666667,191101,6/25/2012,560
6/28/2012,HBL,BUY,11,590,6490,6666.666667,176.6666667,184611,6/28/2012,590
7/1/2012,GBBL,BUY,46,142,6532,6666.666667,134.6666667,184865,7/1/2012,142
7/1/2012,KBL,SELL,29,234,6786,,,191397,6/25/2012,225
7/2/2012,GBBL,SELL,46,142,6532,,,191397,7/1/2012,142
7/3/2012,NMB,BUY,37,180,6660,6666.666667,6.666666667,191546,7/3/2012,180
7/3/2012,SBI,SELL,11,619,6809,,,198206,6/25/2012,560
7/4/2012,NMB,SELL,37,191,7067,,,198613,7/3/2012,180
7/9/2012,HBL,SELL,11,635,6985,,,205598,6/28/2012,590
10/11/2012,JBBL,BUY,74,90,6660,6666.666667,6.666666667,198938,10/11/2012,90
10/14/2012,JBBL,SELL,74,91,6734,,,205672,10/11/2012,90
10/17/2012,JBBL,BUY,74,89,6586,6666.666667,80.66666667,199086,10/17/2012,89
11/5/2012,MNBBL,BUY,26,256,6656,6666.666667,10.66666667,192430,11/5/2012,256
11/12/2012,AHPC,BUY,20,332,6640,6666.666667,26.66666667,185790,11/12/2012,332
11/27/2012,JBBL,SELL,74,97,7178,,,192968,10/17/2012,89
11/28/2012,AHPC,SELL,20,340,6800,,,199768,11/12/2012,332
11/28/2012,MNBBL,SELL,26,263,6838,,,206606,11/5/2012,256
11/29/2012,DDBL,BUY,22,290,6380,6666.666667,286.6666667,200226,11/29/2012,290
12/6/2012,DDBL,SELL,22,298,6556,,,206782,11/29/2012,290
12/24/2012,AHPC,BUY,20,324,6480,6666.666667,186.6666667,200302,12/24/2012,324
1/1/2013,AHPC,SELL,20,330,6600,,,206902,12/24/2012,324
1/15/2013,GBBL,BUY,38,173,6574,6666.666667,92.66666667,200328,1/15/2013,173
1/22/2013,GBBL,SELL,38,179,6802,,,207130,1/15/2013,173
2/3/2013,JBBL,BUY,88,75,6600,6666.666667,66.66666667,200530,2/3/2013,75
2/4/2013,AHPC,BUY,20,318,6360,6666.666667,306.6666667,194170,2/4/2013,318
2/12/2013,AHPC,SELL,20,341,6820,,,200990,2/4/2013,318
2/12/2013,CZBIL,BUY,25,265,6625,6666.666667,41.66666667,194365,2/12/2013,265
2/12/2013,HBL,BUY,8,755,6040,6666.666667,626.6666667,188325,2/12/2013,755
2/19/2013,CZBIL,SELL,25,309,7725,,,196050,2/12/2013,265
2/24/2013,JBBL,SELL,88,82,7216,,,203266,2/3/2013,75
2/26/2013,BPCL,BUY,8,775,6200,6666.666667,466.6666667,197066,2/26/2013,775
2/28/2013,HBL,SELL,8,819,6552,,,203618,2/12/2013,755
3/7/2013,BPCL,SELL,8,789,6312,,,209930,2/26/2013,775
4/8/2013,CBBL,BUY,18,360,6480,6666.666667,186.6666667,203450,4/8/2013,360
4/9/2013,BPCL,BUY,8,760,6080,6666.666667,586.6666667,197370,4/9/2013,760
4/11/2013,BPCL,SELL,8,770,6160,,,203530,4/9/2013,760
4/15/2013,CHCL,BUY,5,1153,5765,6666.666667,901.6666667,197765,4/15/2013,1153
4/17/2013,CHCL,SELL,5,1155,5775,,,203540,4/15/2013,1153
4/21/2013,CBBL,SELL,18,380,6840,,,210380,4/8/2013,360
5/6/2013,MDB,BUY,51,130,6630,6666.666667,36.66666667,203750,5/6/2013,130
5/7/2013,PCBL,BUY,21,316,6636,6666.666667,30.66666667,197114,5/7/2013,316
5/13/2013,JBBL,BUY,88,75,6600,6666.666667,66.66666667,190514,5/13/2013,75
5/13/2013,LICN,BUY,6,975,5850,6666.666667,816.6666667,184664,5/13/2013,975
5/14/2013,JBBL,SELL,88,78,6864,,,191528,5/13/2013,75
5/14/2013,MDB,SELL,51,130,6630,,,198158,5/6/2013,130
5/15/2013,EBL,BUY,4,1533,6132,6666.666667,534.6666667,192026,5/15/2013,1533
5/16/2013,SBI,BUY,8,825,6600,6666.666667,66.66666667,185426,5/16/2013,825
5/19/2013,ALICL,BUY,30,220,6600,6666.666667,66.66666667,178826,5/19/2013,220
5/20/2013,ALICL,SELL,30,222,6660,,,185486,5/19/2013,220
5/20/2013,SBI,SELL,8,828,6624,,,192110,5/16/2013,825
5/23/2013,LICN,SELL,6,1130,6780,,,198890,5/13/2013,975
6/2/2013,PCBL,SELL,21,330,6930,,,205820,5/7/2013,316
6/3/2013,JBBL,BUY,92,72,6624,6666.666667,42.66666667,199196,6/3/2013,72
6/5/2013,EBL,SELL,4,1546,6184,,,205380,5/15/2013,1533
6/20/2013,MDB,BUY,48,138,6624,6666.666667,42.66666667,198756,6/20/2013,138
6/23/2013,JBBL,SELL,92,79,7268,,,206024,6/3/2013,72
6/24/2013,MDB,SELL,48,141,6768,,,212792,6/20/2013,138
6/26/2013,EBL,BUY,4,1530,6120,6666.666667,546.6666667,206672,6/26/2013,1530
6/26/2013,NABIL,BUY,3,1730,5190,6666.666667,1476.666667,201482,6/26/2013,1730
6/27/2013,EBL,SELL,4,1550,6200,,,207682,6/26/2013,1530
7/10/2013,HBL,BUY,9,690,6210,6666.666667,456.6666667,201472,7/10/2013,690
7/15/2013,NABIL,SELL,3,1790,5370,,,206842,6/26/2013,1730
7/23/2013,CIT,BUY,5,1180,5900,6666.666667,766.6666667,200942,7/23/2013,1180
7/31/2013,HBL,SELL,9,729,6561,,,207503,7/10/2013,690
8/4/2013,CIT,SELL,5,1519,7595,,,215098,7/23/2013,1180
8/20/2013,PCBL,BUY,21,312,6552,6666.666667,114.6666667,208546,8/20/2013,312
8/25/2013,PCBL,SELL,21,317,6657,,,215203,8/20/2013,312
9/15/2013,SBI,BUY,7,840,5880,6666.666667,786.6666667,209323,9/15/2013,840
9/17/2013,NHPC,BUY,130,51,6630,6666.666667,36.66666667,208650,9/17/2013,51
9/17/2013,SBI,SELL,7,851,5957,,,215280,9/15/2013,840
9/22/2013,NHPC,SELL,130,53,6890,,,215540,9/17/2013,51
10/8/2013,JBBL,BUY,85,78,6630,6666.666667,36.66666667,208910,10/8/2013,78
10/10/2013,SBI,BUY,8,750,6000,6666.666667,666.6666667,202910,10/10/2013,750
10/17/2013,JBBL,SELL,85,79,6715,,,209625,10/8/2013,78
10/27/2013,SBI,SELL,8,780,6240,,,215865,10/10/2013,750
10/28/2013,MNBBL,BUY,21,317,6657,6666.666667,9.666666667,209208,10/28/2013,317
10/30/2013,MNBBL,SELL,21,341,7161,,,216369,10/28/2013,317
10/31/2013,SBI,BUY,8,745,5960,6666.666667,706.6666667,210409,10/31/2013,745
12/1/2013,SBI,SELL,8,830,6640,,,217049,10/31/2013,745
2/26/2014,NTC,BUY,9,670,6030,6666.666667,636.6666667,211019,2/26/2014,670
3/4/2014,NTC,SELL,9,683,6147,,,217166,2/26/2014,670
3/24/2014,ADBL,BUY,13,483,6279,6666.666667,387.6666667,210887,3/24/2014,483
3/27/2014,PCBL,BUY,14,460,6440,6666.666667,226.6666667,204447,3/27/2014,460
3/31/2014,LICN,BUY,2,2440,4880,6666.666667,1786.666667,199567,3/31/2014,2440
4/1/2014,CZBIL,BUY,15,434,6510,6666.666667,156.6666667,193057,4/1/2014,434
4/3/2014,CZBIL,SELL,15,449,6735,,,199792,4/1/2014,434
4/6/2014,ADBL,SELL,13,484,6292,,,206084,3/24/2014,483
4/10/2014,PCBL,SELL,14,475,6650,,,212734,3/27/2014,460
4/16/2014,LICN,SELL,2,3055,6110,,,218844,3/31/2014,2440
4/22/2014,NTC,BUY,10,655,6550,6666.666667,116.6666667,212294,4/22/2014,655
4/23/2014,NTC,SELL,10,660,6600,,,218894,4/22/2014,655
4/27/2014,ADBL,BUY,13,480,6240,6666.666667,426.6666667,212654,4/27/2014,480
4/28/2014,ADBL,SELL,13,486,6318,,,218972,4/27/2014,480
4/30/2014,ADBL,BUY,14,465,6510,6666.666667,156.6666667,212462,4/30/2014,465
5/5/2014,SBI,BUY,6,975,5850,6666.666667,816.6666667,206612,5/5/2014,975
5/7/2014,ADBL,SELL,14,480,6720,,,213332,4/30/2014,465
5/20/2014,SBI,SELL,6,1013,6078,,,219410,5/5/2014,975
5/21/2014,PCBL,BUY,14,470,6580,6666.666667,86.66666667,212830,5/21/2014,470
5/22/2014,PCBL,SELL,14,485,6790,,,219620,5/21/2014,470
5/28/2014,ADBL,BUY,15,442,6630,6666.666667,36.66666667,212990,5/28/2014,442
5/28/2014,NABIL,BUY,3,1950,5850,6666.666667,816.6666667,207140,5/28/2014,1950
6/1/2014,ADBL,SELL,15,455,6825,,,213965,5/28/2014,442
6/3/2014,AHPC,BUY,15,418,6270,6666.666667,396.6666667,207695,6/3/2014,418
6/3/2014,CZBIL,BUY,15,432,6480,6666.666667,186.6666667,201215,6/3/2014,432
6/11/2014,AHPC,SELL,15,429,6435,,,207650,6/3/2014,418
6/15/2014,ALICL,BUY,7,890,6230,6666.666667,436.6666667,207900,6/15/2014,890
6/15/2014,NABIL,SELL,3,2160,6480,,,214130,5/28/2014,1950
6/18/2014,CZBIL,SELL,15,480,7200,,,215100,6/3/2014,432
6/25/2014,ALICL,SELL,7,1100,7700,,,222800,6/15/2014,890
7/6/2014,NTC,BUY,11,600,6600,6666.666667,66.66666667,216200,7/6/2014,600
7/7/2014,NTC,SELL,11,623,6853,,,223053,7/6/2014,600
9/15/2014,NMB,BUY,14,453,6342,6666.666667,324.6666667,216711,9/15/2014,453
9/16/2014,PCBL,BUY,13,497,6461,6666.666667,205.6666667,210250,9/16/2014,497
9/17/2014,PCBL,SELL,13,546,7098,,,217348,9/16/2014,497
9/21/2014,NMB,SELL,14,468,6552,,,223900,9/15/2014,453
10/26/2014,NTC,BUY,10,615,6150,6666.666667,516.6666667,217750,10/26/2014,615
10/28/2014,NTC,SELL,10,620,6200,,,223950,10/26/2014,615
11/20/2014,AHPC,BUY,19,350,6650,6666.666667,16.66666667,217300,11/20/2014,350
11/23/2014,AHPC,SELL,19,365,6935,,,224235,11/20/2014,350
11/23/2014,MDB,BUY,15,435,6525,6666.666667,141.6666667,217710,11/23/2014,435
11/24/2014,MDB,SELL,15,460,6900,,,224610,11/23/2014,435
12/10/2014,MDB,BUY,15,425,6375,6666.666667,291.6666667,218235,12/10/2014,425
12/11/2014,MDB,SELL,15,441,6615,,,224850,12/10/2014,425
12/14/2014,OHL,BUY,10,625,6250,6666.666667,416.6666667,218600,12/14/2014,625
12/15/2014,MDB,BUY,15,425,6375,6666.666667,291.6666667,212225,12/15/2014,425
12/16/2014,MDB,SELL,15,467,7005,,,219230,12/15/2014,425
12/17/2014,OHL,SELL,10,630,6300,,,225530,12/14/2014,625
12/18/2014,TRH,BUY,25,266,6650,6666.666667,16.66666667,218880,12/18/2014,266
12/23/2014,TRH,SELL,25,280,7000,,,225880,12/18/2014,266
12/28/2014,AHPC,BUY,18,353,6354,6666.666667,312.6666667,219526,12/28/2014,353
1/1/2015,AHPC,SELL,18,362,6516,,,226042,12/28/2014,353
1/4/2015,JBBL,BUY,44,149,6556,6666.666667,110.6666667,219486,1/4/2015,149
1/6/2015,JBBL,SELL,44,155,6820,,,226306,1/4/2015,149
1/7/2015,TRH,BUY,25,258,6450,6666.666667,216.6666667,219856,1/7/2015,258
1/14/2015,ADBL,BUY,14,475,6650,6666.666667,16.66666667,213206,1/14/2015,475
1/18/2015,ADBL,SELL,14,484,6776,,,219982,1/14/2015,475
1/19/2015,ADBL,BUY,14,475,6650,6666.666667,16.66666667,213332,1/19/2015,475
1/22/2015,ADBL,SELL,14,478,6692,,,220024,1/19/2015,475
2/2/2015,TRH,SELL,25,290,7250,,,227274,1/7/2015,258
3/19/2015,AHPC,BUY,19,344,6536,6666.666667,130.6666667,220738,3/19/2015,344
3/19/2015,CHCL,BUY,4,1609,6436,6666.666667,230.6666667,214302,3/19/2015,1609
3/22/2015,AHPC,SELL,19,358,6802,,,221104,3/19/2015,344
3/22/2015,CHCL,SELL,4,1630,6520,,,227624,3/19/2015,1609
3/22/2015,NTC,BUY,10,632,6320,6666.666667,346.6666667,221304,3/22/2015,632
3/26/2015,NTC,SELL,10,649,6490,,,227794,3/22/2015,632
4/13/2015,OHL,BUY,9,721,6489,6666.666667,177.6666667,221305,4/13/2015,721
4/13/2015,TRH,BUY,25,262,6550,6666.666667,116.6666667,214755,4/13/2015,262
4/15/2015,OHL,SELL,9,725,6525,,,221280,4/13/2015,721
4/15/2015,TRH,SELL,25,267,6675,,,227955,4/13/2015,262
4/19/2015,OHL,BUY,9,715,6435,6666.666667,231.6666667,221520,4/19/2015,715
4/20/2015,OHL,SELL,9,724,6516,,,228036,4/19/2015,715
6/3/2015,CHCL,BUY,4,1476,5904,6666.666667,762.6666667,222132,6/3/2015,1476
6/3/2015,LICN,BUY,3,2150,6450,6666.666667,216.6666667,215682,6/3/2015,2150
6/10/2015,BPCL,BUY,11,602,6622,6666.666667,44.66666667,209060,6/10/2015,602
6/11/2015,BPCL,SELL,11,640,7040,,,216100,6/10/2015,602
6/11/2015,CHCL,SELL,4,1580,6320,,,222420,6/3/2015,1476
6/28/2015,NHPC,BUY,56,118,6608,6666.666667,58.66666667,215812,6/28/2015,118
6/30/2015,NHPC,SELL,56,120,6720,,,222532,6/28/2015,118
7/7/2015,LICN,SELL,3,2830,8490,,,231022,6/3/2015,2150
7/8/2015,AHPC,BUY,21,315,6615,6666.666667,51.66666667,224407,7/8/2015,315
7/9/2015,AHPC,SELL,21,325,6825,,,231232,7/8/2015,315
7/26/2015,BPCL,BUY,11,606,6666,6666.666667,0.666666667,224566,7/26/2015,606
7/30/2015,BPCL,SELL,11,628,6908,,,231474,7/26/2015,606
8/2/2015,NHPC,BUY,55,120,6600,6666.666667,66.66666667,224874,8/2/2015,120
8/5/2015,NHPC,SELL,55,123,6765,,,231639,8/2/2015,120
8/10/2015,CBBL,BUY,4,1450,5800,6666.666667,866.6666667,225839,8/10/2015,1450
8/13/2015,CBBL,SELL,4,1620,6480,,,232319,8/10/2015,1450
8/16/2015,BPCL,BUY,11,593,6523,6666.666667,143.6666667,225796,8/16/2015,593
8/18/2015,MDB,BUY,13,490,6370,6666.666667,296.6666667,219426,8/18/2015,490
9/2/2015,BPCL,SELL,11,630,6930,,,226356,8/16/2015,593
9/30/2015,MDB,SELL,13,640,8320,,,234676,8/18/2015,490
10/8/2015,ADBL,BUY,14,450,6300,6666.666667,366.6666667,228376,10/8/2015,450
10/11/2015,ADBL,SELL,14,504,7056,,,235432,10/8/2015,450
11/2/2015,AHPC,BUY,24,274,6576,6666.666667,90.66666667,228856,11/2/2015,274
11/4/2015,AHPC,SELL,24,280,6720,,,235576,11/2/2015,274
11/8/2015,HBL,BUY,5,1255,6275,6666.666667,391.6666667,229301,11/8/2015,1255
11/10/2015,HBL,SELL,5,1309,6545,,,235846,11/8/2015,1255
12/1/2015,NTC,BUY,10,646,6460,6666.666667,206.6666667,229386,12/1/2015,646
12/2/2015,AHPC,BUY,24,268,6432,6666.666667,234.6666667,222954,12/2/2015,268
12/3/2015,AHPC,SELL,24,270,6480,,,229434,12/2/2015,268
12/3/2015,NTC,SELL,10,652,6520,,,235954,12/1/2015,646
12/4/2015,MDB,BUY,12,555,6660,6666.666667,6.666666667,229294,12/4/2015,555
12/13/2015,AHPC,BUY,25,263,6575,6666.666667,91.66666667,222719,12/13/2015,263
12/15/2015,AHPC,SELL,25,265,6625,,,229344,12/13/2015,263
12/17/2015,MDB,SELL,12,648,7776,,,237120,12/4/2015,555
12/31/2015,CBBL,BUY,4,1650,6600,6666.666667,66.66666667,230520,12/31/2015,1650
1/20/2016,CBBL,SELL,4,1745,6980,,,237500,12/31/2015,1650
2/29/2016,LICN,BUY,1,3490,3490,6666.666667,3176.666667,234010,2/29/2016,3490
3/1/2016,LICN,SELL,1,3500,3500,,,237510,2/29/2016,3490
3/10/2016,TRH,BUY,32,205,6560,6666.666667,106.6666667,230950,3/10/2016,205
3/30/2016,CHCL,BUY,5,1330,6650,6666.666667,16.66666667,224300,3/30/2016,1330
4/5/2016,CHCL,SELL,5,1330,6650,,,230950,3/30/2016,1330
4/5/2016,TRH,SELL,32,222,7104,,,238054,3/10/2016,205
5/3/2016,AHPC,BUY,21,307,6447,6666.666667,219.6666667,231607,5/3/2016,307
5/11/2016,AHPC,SELL,21,330,6930,,,238537,5/3/2016,307
5/18/2016,TRH,BUY,29,225,6525,6666.666667,141.6666667,232012,5/18/2016,225
5/25/2016,TRH,SELL,29,240,6960,,,238972,5/18/2016,225
5/26/2016,NHPC,BUY,37,178,6586,6666.666667,80.66666667,232386,5/26/2016,178
6/8/2016,NHPC,SELL,37,192,7104,,,239490,5/26/2016,178
6/12/2016,NABIL,BUY,2,2239,4478,6666.666667,2188.666667,235012,6/12/2016,2239
6/19/2016,TRH,BUY,28,230,6440,6666.666667,226.6666667,228572,6/19/2016,230
6/30/2016,NABIL,SELL,2,2450,4900,,,233472,6/12/2016,2239
6/30/2016,TRH,SELL,28,249,6972,,,240444,6/19/2016,230
7/18/2016,LICN,BUY,1,3590,3590,6666.666667,3076.666667,236854,7/18/2016,3590
7/19/2016,LICN,SELL,1,3700,3700,,,240554,7/18/2016,3590
7/26/2016,OHL,BUY,12,535,6420,6666.666667,246.6666667,234134,7/26/2016,535
8/8/2016,OHL,SELL,12,585,7020,,,241154,7/26/2016,535
8/28/2016,EBL,BUY,2,3304,6608,6666.666667,58.66666667,234546,8/28/2016,3304
8/29/2016,SANIMA,BUY,8,754,6032,6666.666667,634.6666667,228514,8/29/2016,754
8/31/2016,CIT,BUY,1,4770,4770,6666.666667,1896.666667,223744,8/31/2016,4770
8/31/2016,FMDBL,BUY,4,1650,6600,6666.666667,66.66666667,217144,8/31/2016,1650
8/31/2016,OHL,BUY,11,590,6490,6666.666667,176.6666667,210654,8/31/2016,590
9/5/2016,SADBL,BUY,13,491,6383,6666.666667,283.6666667,204271,9/5/2016,491
9/7/2016,SANIMA,SELL,8,784,6272,,,210543,8/29/2016,754
9/8/2016,CIT,SELL,1,4850,4850,,,215393,8/31/2016,4770
9/20/2016,EBL,SELL,2,3500,7000,,,222393,8/28/2016,3304
9/21/2016,FMDBL,SELL,4,1570,6280,,,228673,8/31/2016,1650
9/21/2016,SADBL,SELL,13,510,6630,,,235303,9/5/2016,491
9/22/2016,OHL,SELL,11,539,5929,,,241232,8/31/2016,590
9/27/2016,JBBL,BUY,38,172,6536,6666.666667,130.6666667,234696,9/27/2016,172
10/16/2016,JBBL,SELL,38,361,13718,,,248414,9/27/2016,172
11/16/2016,ALICL,BUY,3,1725,5175,6666.666667,1491.666667,243239,11/16/2016,1725
11/17/2016,ALICL,SELL,3,1760,5280,,,248519,11/16/2016,1725
11/30/2016,AHPC,BUY,23,285,6555,6666.666667,111.6666667,241964,11/30/2016,285
11/30/2016,HBL,BUY,5,1221,6105,6666.666667,561.6666667,235859,11/30/2016,1221
11/30/2016,SBI,BUY,4,1587,6348,6666.666667,318.6666667,229511,11/30/2016,1587
12/1/2016,AHPC,SELL,23,287,6601,,,236112,11/30/2016,285
12/5/2016,HBL,SELL,5,1260,6300,,,242412,11/30/2016,1221
12/5/2016,SBI,SELL,4,1605,6420,,,248832,11/30/2016,1587
1/2/2017,CZBIL,BUY,14,473,6622,6666.666667,44.66666667,242210,1/2/2017,473
1/3/2017,CZBIL,SELL,14,495,6930,,,249140,1/2/2017,473
2/1/2017,SBI,BUY,4,1390,5560,6666.666667,1106.666667,243580,2/1/2017,1390
2/5/2017,SBI,SELL,4,1120,4480,,,248060,2/1/2017,1390
2/15/2017,JBBL,BUY,27,245,6615,6666.666667,51.66666667,241445,2/15/2017,245
2/15/2017,TRH,BUY,33,199,6567,6666.666667,99.66666667,234878,2/15/2017,199
2/16/2017,ALICL,BUY,5,1122,5610,6666.666667,1056.666667,235802,2/16/2017,1122
2/16/2017,KBL,BUY,12,523,6276,6666.666667,390.6666667,229526,2/16/2017,523
2/16/2017,NABIL,BUY,4,1433,5732,6666.666667,934.6666667,223794,2/16/2017,1433
2/16/2017,TRH,SELL,33,198,6534,,,241412,2/15/2017,199
2/19/2017,CIT,BUY,2,3140,6280,6666.666667,386.6666667,217514,2/19/2017,3140
2/20/2017,ALICL,SELL,5,1230,6150,,,223664,2/16/2017,1122
2/20/2017,JBBL,SELL,27,260,7020,,,230684,2/15/2017,245
2/22/2017,KBL,SELL,12,519,6228,,,236912,2/16/2017,523
2/26/2017,CIT,SELL,2,3151,6302,,,243214,2/19/2017,3140
2/26/2017,NABIL,SELL,4,1470,5880,,,249094,2/16/2017,1433
3/19/2017,OHL,BUY,14,455,6370,6666.666667,296.6666667,242724,3/19/2017,455
3/22/2017,CZBIL,BUY,16,410,6560,6666.666667,106.6666667,236164,3/22/2017,410
3/28/2017,CZBIL,SELL,16,420,6720,,,242884,3/22/2017,410
4/20/2017,OHL,SELL,14,645,9030,,,251914,3/19/2017,455
5/15/2017,ADBL,BUY,14,470,6580,6666.666667,86.66666667,245334,5/15/2017,470
5/16/2017,ADBL,SELL,14,461,6454,,,251788,5/15/2017,470
7/6/2017,ALICL,BUY,4,1475,5900,6666.666667,766.6666667,245888,7/6/2017,1475
7/9/2017,ALICL,SELL,4,1484,5936,,,251824,7/6/2017,1475
7/9/2017,NMB,BUY,12,543,6516,6666.666667,150.6666667,245308,7/9/2017,543
7/10/2017,MNBBL,BUY,7,940,6580,6666.666667,86.66666667,245448,7/10/2017,940
7/10/2017,NMB,SELL,12,560,6720,,,252028,7/9/2017,543
7/17/2017,MNBBL,SELL,7,960,6720,,,252168,7/10/2017,940
7/18/2017,NHPC,BUY,48,137,6576,6666.666667,90.66666667,245592,7/18/2017,137
7/19/2017,NHPC,SELL,48,144,6912,,,252504,7/18/2017,137
9/18/2017,CHCL,BUY,8,770,6160,6666.666667,506.6666667,246344,9/18/2017,770
9/24/2017,TRH,BUY,23,278,6394,6666.666667,272.6666667,239950,9/24/2017,278
10/3/2017,CHCL,SELL,8,810,6480,,,246430,9/18/2017,770
10/8/2017,TRH,SELL,23,278,6394,,,252824,9/24/2017,278
10/16/2017,HBL,BUY,7,872,6104,6666.666667,562.6666667,246720,10/16/2017,872
10/24/2017,HBL,SELL,7,890,6230,,,252950,10/16/2017,872
11/6/2017,CIT,BUY,1,3660,3660,6666.666667,3006.666667,249290,11/6/2017,3660
11/7/2017,CIT,SELL,1,3750,3750,,,253040,11/6/2017,3660
11/13/2017,CHCL,BUY,8,795,6360,6666.666667,306.6666667,246680,11/13/2017,795
11/14/2017,BPCL,BUY,10,621,6210,6666.666667,456.6666667,240470,11/14/2017,621
11/16/2017,BPCL,SELL,10,618,6180,,,246650,11/14/2017,621
11/22/2017,TRH,BUY,23,280,6440,6666.666667,226.6666667,240210,11/22/2017,280
11/23/2017,GBBL,BUY,28,238,6664,6666.666667,2.666666667,233546,11/23/2017,238
11/26/2017,KBL,BUY,22,297,6534,6666.666667,132.6666667,227012,11/26/2017,297
11/26/2017,MDB,BUY,13,488,6344,6666.666667,322.6666667,220668,11/26/2017,488
11/26/2017,NMB,BUY,14,472,6608,6666.666667,58.66666667,214060,11/26/2017,472
11/27/2017,GBBL,SELL,28,246,6888,,,220948,11/23/2017,238
11/28/2017,CHCL,SELL,8,940,7520,,,228468,11/13/2017,795
11/28/2017,NMB,SELL,14,480,6720,,,235188,11/26/2017,472
12/11/2017,KBL,SELL,22,305,6710,,,241898,11/26/2017,297
12/12/2017,TRH,SELL,23,320,7360,,,249258,11/22/2017,280
12/18/2017,MDB,SELL,13,508,6604,,,255862,11/26/2017,488
1/8/2018,CIT,BUY,1,3590,3590,6666.666667,3076.666667,252272,1/8/2018,3590
1/8/2018,NHPC,BUY,56,118,6608,6666.666667,58.66666667,245664,1/8/2018,118
1/14/2018,CIT,SELL,1,3610,3610,,,249274,1/8/2018,3590
1/14/2018,NHPC,SELL,56,118,6608,,,255882,1/8/2018,118
2/1/2018,LICN,BUY,3,1925,5775,6666.666667,891.6666667,250107,2/1/2018,1925
2/4/2018,TRH,BUY,21,312,6552,6666.666667,114.6666667,243555,2/4/2018,312
2/5/2018,LICN,SELL,3,1951,5853,,,249408,2/1/2018,1925
2/5/2018,TRH,SELL,21,316,6636,,,256044,2/4/2018,312
2/14/2018,OHL,BUY,10,642,6420,6666.666667,246.6666667,249624,2/14/2018,642
2/15/2018,CHCL,BUY,7,865,6055,6666.666667,611.6666667,243569,2/15/2018,865
2/15/2018,CIT,BUY,1,3498,3498,6666.666667,3168.666667,240071,2/15/2018,3498
2/20/2018,CHCL,SELL,7,865,6055,,,246126,2/15/2018,865
2/20/2018,CIT,SELL,1,3480,3480,,,249606,2/15/2018,3498
2/21/2018,OHL,SELL,10,650,6500,,,256106,2/14/2018,642
5/16/2018,BBC,BUY,3,1779,5337,6666.666667,1329.666667,250769,5/16/2018,1779
5/17/2018,BBC,SELL,3,1778,5334,,,256103,5/16/2018,1779
7/2/2018,GBBL,BUY,36,182,6552,6666.666667,114.6666667,249551,7/2/2018,182
7/3/2018,GBBL,SELL,36,173,6228,,,255779,7/2/2018,182
7/5/2018,CHCL,BUY,8,745,5960,6666.666667,706.6666667,249819,7/5/2018,745
7/5/2018,CIT,BUY,2,2490,4980,6666.666667,1686.666667,244839,7/5/2018,2490
7/5/2018,CZBIL,BUY,28,231,6468,6666.666667,198.6666667,238371,7/5/2018,231
7/5/2018,DDBL,BUY,9,730,6570,6666.666667,96.66666667,231801,7/5/2018,730
7/5/2018,PCBL,BUY,23,284,6532,6666.666667,134.6666667,225269,7/5/2018,284
7/5/2018,SANIMA,BUY,20,326,6520,6666.666667,146.6666667,218749,7/5/2018,326
7/9/2018,CHCL,SELL,8,745,5960,,,224709,7/5/2018,745
7/9/2018,CIT,SELL,2,2485,4970,,,229679,7/5/2018,2490
7/9/2018,DDBL,SELL,9,750,6750,,,236429,7/5/2018,730
7/9/2018,PCBL,SELL,23,288,6624,,,243053,7/5/2018,284
7/9/2018,SANIMA,SELL,20,336,6720,,,249773,7/5/2018,326
7/11/2018,CZBIL,SELL,28,240,6720,,,256493,7/5/2018,231
7/16/2018,TRH,BUY,24,267,6408,6666.666667,258.6666667,250085,7/16/2018,267
7/19/2018,TRH,SELL,24,269,6456,,,256541,7/16/2018,267
7/30/2018,MDB,BUY,24,277,6648,6666.666667,18.66666667,249893,7/30/2018,277
7/31/2018,MDB,SELL,24,285,6840,,,256733,7/30/2018,277
8/14/2018,BBC,BUY,3,1698,5094,6666.666667,1572.666667,251639,8/14/2018,1698
8/14/2018,SANIMA,BUY,21,315,6615,6666.666667,51.66666667,245024,8/14/2018,315
8/15/2018,ALICL,BUY,10,610,6100,6666.666667,566.6666667,238924,8/15/2018,610
